Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A762447,Lilly,11/26/2017 18:31,17-Nov,11/20/2015,Adoption,,Dog,Spayed Female,2 years,Anatol Shepherd/Akita,Tan/White
A762448,,11/26/2017 8:04,17-Nov,11/17/2017,Transfer,Partner,Dog,Unknown,1 weeks,German Shepherd Mix,Black/Tan
A762449,,11/26/2017 8:04,17-Nov,11/17/2017,Transfer,Partner,Dog,Unknown,1 weeks,German Shepherd Mix,Black/Tan
A762451,,11/26/2017 9:46,17-Nov,11/17/2017,Transfer,Partner,Dog,Unknown,1 weeks,German Shepherd Mix,Black/Tan
A762452,,11/26/2017 9:46,17-Nov,11/17/2017,Transfer,Partner,Dog,Unknown,1 weeks,German Shepherd Mix,Black/Tan
A762453,,11/26/2017 9:46,17-Nov,11/17/2017,Transfer,Partner,Dog,Unknown,1 weeks,German Shepherd Mix,Black/Tan
A762455,,11/26/2017 9:47,17-Nov,11/17/2017,Transfer,Partner,Dog,Unknown,1 weeks,German Shepherd Mix,Black/Tan
A762456,,11/26/2017 9:47,17-Nov,11/17/2017,Transfer,Partner,Dog,Unknown,1 weeks,German Shepherd Mix,Black/Tan
A762457,*Buckley,12/26/2017 17:41,17-Dec,11/20/2015,Adoption,,Dog,Neutered Male,2 years,Staffordshire Mix,White/Tan
A762457,*Buckley,1/22/2018 15:16,18-Jan,11/20/2015,Adoption,,Dog,Neutered Male,2 years,Staffordshire Mix,White/Tan
A762459,Luna,11/21/2017 11:36,17-Nov,3/20/2017,Return to Owner,,Dog,Intact Female,8 months,Pit Bull Mix,Black/White
A762460,*Grace,12/3/2017 12:16,17-Dec,11/20/2016,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A762461,Furiosa,1/20/2018 12:36,18-Jan,11/20/2015,Return to Owner,,Dog,Intact Female,2 years,Great Dane Mix,Tan/Black
A762461,Furiosa,2/10/2018 16:27,18-Feb,11/20/2015,Adoption,,Dog,Spayed Female,2 years,Great Dane Mix,Tan/Black
A762461,Furiosa,1/16/2018 12:13,18-Jan,11/20/2015,Return to Owner,,Dog,Intact Female,2 years,Great Dane Mix,Tan/Black
A762461,Furiosa,12/27/2017 13:20,17-Dec,11/20/2015,Return to Owner,,Dog,Intact Female,2 years,Great Dane Mix,Tan/Black
A762461,Furiosa,11/21/2017 17:37,17-Nov,11/20/2015,Return to Owner,,Dog,Intact Female,2 years,Great Dane Mix,Tan/Black
A762462,Vinney,2/12/2018 15:14,18-Feb,11/20/2015,Rto-Adopt,,Dog,Neutered Male,2 years,Staffordshire Mix,Black/White
A762462,Vinney,5/12/2020 15:06,20-May,11/20/2015,Adoption,Foster,Dog,Neutered Male,4 years,Staffordshire Mix,Black/White
A762462,Vinney,11/21/2017 17:37,17-Nov,11/20/2015,Return to Owner,,Dog,Intact Male,2 years,Staffordshire Mix,Black/White
A762463,,11/24/2017 18:38,17-Nov,11/21/2014,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Buff
A762464,*Topo,12/1/2017 18:42,17-Dec,11/20/2015,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,White/Brown
A762465,Sweetie Pie,11/28/2017 14:00,17-Nov,11/20/2014,Transfer,Partner,Cat,Spayed Female,3 years,Siamese Mix,Seal Point
A762466,Squee,11/24/2017 16:00,17-Nov,11/24/2001,Return to Owner,,Cat,Intact Female,16 years,Domestic Shorthair Mix,Tortie
A762471,,11/26/2017 19:09,17-Nov,5/21/2016,Adoption,,Dog,Neutered Male,1 year,Cavalier Span/Chihuahua Shorthair,Buff/White
A762472,Bambi,11/26/2017 17:18,17-Nov,5/21/2016,Adoption,,Dog,Spayed Female,1 year,Cavalier Span/Chihuahua Shorthair,Red/White
A762473,Dulcinea,11/27/2017 18:43,17-Nov,3/21/2017,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Black/Tricolor
A762473,Dulcinea,12/1/2017 18:10,17-Dec,3/21/2017,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Black/Tricolor
A762480,Ruby,6/30/2019 16:02,19-Jun,3/21/2017,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
A762480,Ruby,5/28/2019 11:31,19-May,3/21/2017,Rto-Adopt,,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
A762483,,11/21/2017 12:49,17-Nov,11/21/2016,Euthanasia,Suffering,Dog,Intact Female,1 year,Labrador Retriever Mix,Black
A762484,,11/24/2017 0:00,17-Nov,11/21/2015,Transfer,Snr,Cat,Neutered Male,2 years,American Shorthair Mix,Gray/Gray
A762485,Venus,12/2/2017 12:42,17-Dec,4/21/2017,Adoption,,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black/White
A762485,Venus,1/15/2018 16:00,18-Jan,4/21/2017,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black/White
A762492,Dixie,12/18/2017 18:43,17-Dec,6/21/2017,Adoption,,Dog,Spayed Female,5 months,Pit Bull Mix,Black/White
A762492,Dixie,11/26/2017 17:20,17-Nov,6/21/2017,Adoption,,Dog,Spayed Female,5 months,Pit Bull Mix,Black/White
A762493,Suri,11/27/2017 18:42,17-Nov,1/6/2016,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Cream
A762493,Suri,1/10/2023 15:49,23-Jan,1/6/2016,Transfer,Partner,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Cream
A762495,Nayla Nicole,9/22/2022 14:51,22-Sep,7/6/2017,Transfer,Out State,Dog,Spayed Female,5 years,Pit Bull/Boxer,Red
A762503,Sawyer,3/29/2018 11:23,18-Mar,11/21/2015,Return to Owner,,Dog,Neutered Male,2 years,Shih Tzu,Black/White
A762503,Sawyer,11/22/2017 12:16,17-Nov,11/21/2015,Transfer,Partner,Dog,Intact Male,2 years,Shih Tzu,Black/White
A762506,Sugar,11/29/2017 9:37,17-Nov,11/21/2008,Transfer,Partner,Dog,Intact Female,9 years,English Bulldog,Tan/White
A762509,,11/24/2017 12:21,17-Nov,11/23/2010,Transfer,Partner,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Gray Tabby/White
A762516,Cleopatra,2/23/2018 13:31,18-Feb,11/29/2011,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby/White
A762516,Cleopatra,4/6/2018 14:31,18-Apr,11/29/2011,Transfer,Partner,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby/White
A762518,Gracie,11/28/2017 17:52,17-Nov,11/21/2014,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Cream
A762524,,11/21/2017 15:41,17-Nov,10/6/2017,Transfer,Partner,Dog,Intact Female,1 month,Pit Bull Mix,Gray/White
A762531,Grace,11/24/2017 17:23,17-Nov,1/21/2017,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Brown Tabby
A762536,*Radish,1/9/2018 16:25,18-Jan,10/18/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A762537,*Turnip,1/5/2018 16:27,18-Jan,10/18/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A762543,Colita,12/2/2017 18:43,17-Dec,5/21/2017,Adoption,,Dog,Intact Female,6 months,Blue Lacy/Labrador Retriever,Blue/White
A762544,*Buterscotch,12/9/2017 14:19,17-Dec,1/21/2017,Adoption,,Dog,Spayed Female,10 months,German Shepherd Mix,Brown
A762550,Lola,11/27/2017 16:13,17-Nov,11/21/2015,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A762550,Lola,1/13/2018 12:06,18-Jan,11/21/2015,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A762550,Lola,1/29/2018 19:30,18-Jan,11/21/2015,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A762551,Felicity,11/26/2017 13:33,17-Nov,11/22/2006,Adoption,,Cat,Spayed Female,11 years,Maine Coon Mix,Brown Tabby
A762553,*Smokey,11/29/2017 16:21,17-Nov,11/21/2014,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
A762556,Sofia,11/26/2017 12:03,17-Nov,10/19/2015,Return to Owner,,Dog,Intact Female,2 years,Rhod Ridgeback Mix,Tan/White
A762559,*Pumpkin,11/22/2017 14:46,17-Nov,5/21/2017,Transfer,Partner,Other,Unknown,6 months,Gerbil Mix,Gray
A762560,*Pecan,11/22/2017 14:46,17-Nov,5/21/2017,Transfer,Partner,Other,Unknown,6 months,Gerbil Mix,Tan
A762563,,11/26/2017 16:43,17-Nov,11/21/2016,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Gray Tabby
A762564,,11/26/2017 16:43,17-Nov,11/21/2016,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Gray Tabby
A762565,Meeka,1/29/2018 11:47,18-Jan,4/21/2017,Euthanasia,Suffering,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Tortie
A762565,Meeka,12/16/2017 18:28,17-Dec,4/21/2017,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Tortie
A762566,*Patrick,12/24/2017 14:06,17-Dec,11/21/2016,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A762567,,11/21/2017 19:25,17-Nov,11/21/2005,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Seal Point
A762568,Saint,12/1/2017 13:34,17-Dec,11/21/2014,Return to Owner,,Dog,Intact Male,3 years,Mastiff Mix,Tan/White
A762587,,11/24/2017 0:00,17-Nov,11/21/2015,Transfer,Snr,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A762591,,1/5/2018 17:16,18-Jan,8/21/2017,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,White/Black
A762601,Sprinkles,1/6/2020 16:51,20-Jan,12/30/2013,Return to Owner,,Dog,Spayed Female,6 years,Collie Rough Mix,Chocolate/White
A762602,Lilly,11/25/2017 17:01,17-Nov,3/21/2017,Adoption,,Dog,Intact Female,8 months,Border Collie Mix,Black/White
A762611,Chiquis,11/28/2017 17:18,17-Nov,1/22/2017,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever/Pit Bull,Black/White
A762615,*Margot,2/17/2018 15:31,18-Feb,11/21/2016,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A762619,Max,11/21/2019 11:52,19-Nov,11/21/2010,Return to Owner,,Dog,Neutered Male,9 years,Miniature Poodle Mix,White
A762623,Lexi,5/6/2018 14:53,18-May,11/21/2016,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Cream
A762623,Lexi,11/28/2017 16:28,17-Nov,11/21/2016,Rto-Adopt,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Cream
A762623,Lexi,4/25/2018 11:54,18-Apr,11/21/2016,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Cream
A762627,,11/27/2017 15:30,17-Nov,11/27/2005,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Shorthair Mix,White/Black
A762629,,11/22/2017 11:58,17-Nov,11/22/2007,Euthanasia,Suffering,Dog,Unknown,10 years,Yorkshire Terrier Mix,Black/Tan
A762633,Biggie,11/22/2017 0:00,17-Nov,11/22/2014,Transfer,Partner,Dog,Intact Male,3 years,Pit Bull Mix,Blue
A762635,,11/26/2017 12:29,17-Nov,10/6/2017,Adoption,,Dog,Intact Male,1 month,Pit Bull Mix,Blue
A762636,Reck,11/25/2017 11:18,17-Nov,11/22/2014,Return to Owner,,Dog,Intact Male,3 years,Toy Fox Terrier Mix,White/Brown
A762639,,11/22/2017 15:58,17-Nov,11/1/2017,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A762641,,12/2/2017 13:46,17-Dec,8/31/2017,Adoption,,Cat,Neutered Male,3 months,American Shorthair Mix,Gray Tabby/White
A762642,Droco,1/21/2019 11:35,19-Jan,9/13/2017,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black Brindle/White
A762642,Droco,11/26/2017 17:04,17-Nov,9/13/2017,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black Brindle/White
A762643,,11/25/2017 0:00,17-Nov,10/31/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A762644,*Freckles,1/13/2018 17:57,18-Jan,11/22/2015,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,White/Black
A762645,Raptor,11/27/2017 16:46,17-Nov,11/22/2012,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Black
A762646,,11/27/2017 17:13,17-Nov,11/22/2010,Adoption,,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,White/Black
A762647,Maggie,11/28/2017 17:00,17-Nov,11/22/2016,Adoption,,Dog,Spayed Female,1 year,Australian Shepherd Mix,Black/White
A762647,Maggie,12/7/2017 17:41,17-Dec,11/22/2016,Adoption,,Dog,Spayed Female,1 year,Australian Shepherd Mix,Black/White
A762648,,11/27/2017 18:21,17-Nov,6/22/2017,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Black/Brown
A762649,Blue,11/28/2017 0:00,17-Nov,1/22/2017,Transfer,Partner,Dog,Spayed Female,10 months,Labrador Retriever Mix,Black/White
A762649,Blue,11/25/2017 15:34,17-Nov,1/22/2017,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever Mix,Black/White
A762650,,11/23/2017 9:18,17-Nov,7/22/2017,Euthanasia,Suffering,Cat,Unknown,4 months,Domestic Shorthair Mix,Brown Tabby/White
A762651,Kali,1/2/2018 17:31,18-Jan,1/22/2016,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A762652,,11/27/2017 18:56,17-Nov,9/15/2017,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,Blue/White
A762654,Letty,2/1/2019 13:03,19-Feb,2/1/2014,Return to Owner,,Dog,Spayed Female,5 years,Bull Terrier,Brown Brindle/White
A762659,Roxy,11/23/2017 11:49,17-Nov,11/22/2014,Return to Owner,,Dog,Spayed Female,3 years,Boxer Mix,White
A762659,Roxy,1/21/2018 13:39,18-Jan,11/22/2014,Adoption,,Dog,Spayed Female,3 years,Boxer Mix,White
A762660,,11/28/2017 16:35,17-Nov,5/22/2017,Transfer,Partner,Dog,Neutered Male,6 months,Cairn Terrier Mix,Tan/Black
A762661,,11/26/2017 9:40,17-Nov,11/22/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A762663,Zora,12/11/2017 14:58,17-Dec,11/22/2015,Adoption,,Dog,Spayed Female,2 years,Pharaoh Hound/Boxer,Brown/White
A762663,Zora,12/23/2017 15:23,17-Dec,11/22/2015,Adoption,,Dog,Spayed Female,2 years,Pharaoh Hound/Boxer,Brown/White
A762663,Zora,1/25/2018 11:59,18-Jan,11/22/2015,Transfer,Partner,Dog,Spayed Female,2 years,Pharaoh Hound/Boxer,Brown/White
A762664,*Phil,12/11/2017 14:57,17-Dec,11/22/2015,Adoption,,Dog,Neutered Male,2 years,Boxer/Labrador Retriever,Brown/White
A762664,*Phil,12/21/2017 13:25,17-Dec,11/22/2015,Transfer,Partner,Dog,Neutered Male,2 years,Boxer/Labrador Retriever,Brown/White
A762666,Baby,12/2/2017 15:33,17-Dec,11/22/2016,Return to Owner,,Dog,Spayed Female,1 year,Rat Terrier Mix,Black
A762668,*Goldie,12/15/2017 14:02,17-Dec,11/28/2005,Adoption,Foster,Dog,Spayed Female,12 years,Labrador Retriever Mix,Yellow
A762669,,11/29/2017 16:36,17-Nov,6/22/2017,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,White/Orange Tabby
A762670,Chester,1/25/2018 18:45,18-Jan,11/23/2016,Adoption,,Dog,Neutered Male,1 year,Staffordshire Mix,Brown Brindle
A762670,Chester,1/19/2020 17:16,20-Jan,11/23/2016,Adoption,,Dog,Neutered Male,3 years,Staffordshire Mix,Brown Brindle
A762670,Chester,7/7/2020 14:16,20-Jul,11/23/2016,Adoption,Foster,Dog,Neutered Male,3 years,Staffordshire Mix,Brown Brindle
A762673,Pandora,11/23/2017 14:59,17-Nov,11/23/2015,Return to Owner,,Dog,Intact Female,2 years,Staffordshire Mix,Blue/White
A762676,,11/24/2017 9:23,17-Nov,11/23/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black
A762679,*Randall,11/29/2017 11:02,17-Nov,6/24/2017,Return to Owner,,Dog,Intact Male,5 months,Pit Bull Mix,Tan/White
A762680,*Benny,12/20/2017 21:13,17-Dec,6/24/2017,Adoption,,Dog,Neutered Male,5 months,Pit Bull Mix,Brown Brindle/White
A762681,,11/29/2017 18:54,17-Nov,11/24/2016,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A762682,Marlo,12/1/2017 14:17,17-Dec,6/24/2016,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A762683,Larry,11/27/2017 18:07,17-Nov,11/24/2015,Return to Owner,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,White/Brown Brindle
A762684,Tulip,11/25/2017 17:53,17-Nov,5/24/2016,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A762685,Nine,12/21/2017 13:26,17-Dec,11/24/2015,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A762687,*Ajax,1/6/2018 19:22,18-Jan,11/24/2015,Adoption,,Dog,Neutered Male,2 years,Black/Tan Hound Mix,Brown/White
A762687,*Ajax,12/30/2017 13:08,17-Dec,11/24/2015,Adoption,,Dog,Neutered Male,2 years,Black/Tan Hound Mix,Brown/White
A762689,Mokai,12/10/2017 15:37,17-Dec,1/24/2017,Adoption,,Dog,Neutered Male,10 months,Boxer/Pit Bull,Tan/White
A762693,,11/30/2017 15:40,17-Nov,9/2/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A762694,,11/30/2017 14:17,17-Nov,9/2/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A762695,*Jonah,12/12/2017 15:48,17-Dec,11/24/2015,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/Brown
A762696,*Nutmeg,7/8/2018 17:20,18-Jul,11/24/2016,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A762696,*Nutmeg,1/12/2018 14:17,18-Jan,11/24/2016,Adoption,Offsite,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A762697,,11/28/2017 14:36,17-Nov,8/24/2017,Transfer,Partner,Dog,Intact Female,3 months,Plott Hound Mix,Brown Brindle/White
A762699,Bentley,11/29/2017 14:51,17-Nov,11/24/2013,Adoption,,Dog,Neutered Male,4 years,Basenji/Chihuahua Shorthair,White/Tan
A762700,Beau,12/13/2017 15:37,17-Dec,11/24/2015,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A762701,Cutie Pie,12/3/2017 15:57,17-Dec,11/24/2016,Adoption,,Cat,Spayed Female,1 year,Domestic Longhair Mix,Gray
A762703,,11/28/2017 15:01,17-Nov,11/24/2015,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Gray
A762707,Chop,3/5/2018 14:47,18-Mar,11/24/2015,Return to Owner,,Dog,Intact Male,2 years,Black/Tan Hound Mix,Black/Brown
A762707,Chop,11/25/2017 12:28,17-Nov,11/24/2015,Return to Owner,,Dog,Intact Male,2 years,Black/Tan Hound Mix,Black/Brown
A762708,Noah,11/25/2017 15:24,17-Nov,11/25/2004,Return to Owner,,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Brown Tabby
A762709,*Curly Sue,12/30/2017 16:47,17-Dec,6/25/2017,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Calico
A762710,Lady,12/5/2017 13:34,17-Dec,11/25/2009,Transfer,Partner,Dog,Spayed Female,8 years,Brittany Mix,Brown/White
A762711,Willy,11/25/2017 15:19,17-Nov,11/25/2007,Return to Owner,,Dog,Neutered Male,10 years,Catahoula Mix,Brown/White
A762712,Buster,11/27/2017 15:41,17-Nov,11/27/2010,Return to Owner,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Brown Tabby
A762713,River,1/8/2018 17:50,18-Jan,9/12/2017,Adoption,,Dog,Spayed Female,3 months,Australian Shepherd Mix,Brown/White
A762713,River,11/27/2017 13:08,17-Nov,9/12/2017,Return to Owner,,Dog,Intact Female,2 months,Australian Shepherd Mix,Brown/White
A762714,*Gemma,12/11/2017 11:04,17-Dec,5/25/2017,Adoption,,Dog,Spayed Female,6 months,Pit Bull Mix,Black
A762715,Lexi,11/28/2017 16:23,17-Nov,1/25/2017,Adoption,,Dog,Spayed Female,10 months,Australian Cattle Dog/Great Pyrenees,Red/White
A762716,*Oliver,1/7/2018 16:54,18-Jan,4/25/2017,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Brown Tabby
A762717,*Maeby,1/7/2018 16:54,18-Jan,4/25/2017,Adoption,,Cat,Spayed Female,8 months,Domestic Medium Hair Mix,Brown Tabby
A762718,*Kit,12/24/2017 16:05,17-Dec,4/25/2017,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Blue
A762722,*Sandy,12/10/2017 14:03,17-Dec,11/25/2016,Adoption,,Dog,Spayed Female,1 year,Finnish Spitz Mix,Brown
A762723,Aj,11/27/2017 17:46,17-Nov,9/14/2017,Adoption,,Dog,Neutered Male,2 months,Standard Schnauzer Mix,Black/White
A762724,Rico,12/16/2017 11:30,17-Dec,7/25/2008,Adoption,,Dog,Neutered Male,9 years,Rottweiler Mix,Black/Brown
A762724,Rico,12/11/2017 14:00,17-Dec,7/25/2008,Adoption,,Dog,Neutered Male,9 years,Rottweiler Mix,Black/Brown
A762724,Rico,4/13/2018 18:39,18-Apr,7/25/2008,Adoption,,Dog,Neutered Male,9 years,Rottweiler Mix,Black/Brown
A762725,Stormy,12/22/2017 19:20,17-Dec,8/25/2014,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Tan/White
A762727,Jojo,11/29/2017 18:29,17-Nov,11/25/2016,Adoption,,Dog,Spayed Female,1 year,Vizsla Mix,Brown/White
A762727,Jojo,3/21/2018 0:00,18-Mar,11/25/2016,Transfer,Partner,Dog,Spayed Female,1 year,Vizsla Mix,Brown/White
A762731,,12/3/2017 11:14,17-Dec,10/25/2017,Died,In Kennel,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Blue Tabby/White
A762732,Kampana,5/18/2019 18:15,19-May,1/26/2010,Return to Owner,,Dog,Spayed Female,9 years,Maltese Mix,White
A762732,Kampana,11/26/2017 12:31,17-Nov,1/26/2010,Return to Owner,,Dog,Spayed Female,7 years,Maltese Mix,White
A762733,Guinness,11/26/2017 11:32,17-Nov,8/25/2008,Return to Owner,,Dog,Neutered Male,9 years,Flat Coat Retriever Mix,Black
A762734,*Ivy,1/18/2018 16:07,18-Jan,4/25/2017,Transfer,Partner,Dog,Spayed Female,8 months,Pit Bull Mix,White/Brown
A762737,Salvador,12/6/2017 16:24,17-Dec,11/6/2014,Return to Owner,,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White
A762742,,11/26/2017 10:20,17-Nov,11/26/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Gray/Black
A762743,Sackett,11/26/2017 11:58,17-Nov,5/26/2017,Return to Owner,,Dog,Intact Male,6 months,Catahoula Mix,White/Blue Merle
A762744,,11/26/2017 11:53,17-Nov,5/26/2017,Euthanasia,Suffering,Cat,Intact Male,6 months,Domestic Medium Hair Mix,Brown Tabby
A762745,Coco,11/27/2017 16:06,17-Nov,11/26/2015,Return to Owner,,Dog,Intact Male,2 years,Bichon Frise Mix,White
A762746,*Dakota,12/7/2017 12:24,17-Dec,11/26/2015,Adoption,,Dog,Spayed Female,2 years,Siberian Husky/Australian Cattle Dog,Black/Tricolor
A762748,,12/1/2017 14:26,17-Dec,8/20/2017,Transfer,Snr,Cat,Intact Male,3 months,Domestic Shorthair Mix,Gray Tabby/White
A762749,,12/1/2017 14:27,17-Dec,8/20/2017,Transfer,Snr,Cat,Intact Female,3 months,Domestic Shorthair Mix,Gray Tabby/White
A762750,,12/1/2017 14:27,17-Dec,8/20/2017,Transfer,Snr,Cat,Intact Female,3 months,Domestic Shorthair Mix,Calico/White
A762751,,12/3/2017 17:45,17-Dec,8/20/2017,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A762754,Luna,11/27/2017 18:10,17-Nov,11/26/2014,Return to Owner,,Dog,Intact Female,3 years,Pointer Mix,White/Black
A762756,Phil,2/12/2018 12:34,18-Feb,11/26/2008,Adoption,,Dog,Neutered Male,9 years,Australian Shepherd/Queensland Heeler,White/Black
A762757,Jyppie,1/19/2018 14:05,18-Jan,11/26/2008,Adoption,,Dog,Neutered Male,9 years,Labrador Retriever Mix,Black/White
A762758,Daisy,12/2/2017 10:06,17-Dec,11/26/2013,Return to Owner,,Dog,Spayed Female,4 years,Beagle/Labrador Retriever,White/Tan
A762760,Sport,12/5/2017 17:32,17-Dec,11/26/2007,Return to Owner,,Dog,Neutered Male,10 years,Pit Bull Mix,White/Blue
A762762,Salsa,11/28/2017 11:03,17-Nov,11/26/2004,Died,In Kennel,Cat,Intact Male,13 years,Domestic Shorthair Mix,Brown Tabby
A762764,Luna,11/26/2017 16:30,17-Nov,6/26/2017,Euthanasia,Suffering,Cat,Intact Male,5 months,Siamese Mix,Lynx Point
A762765,,11/30/2017 17:50,17-Nov,10/2/2017,Adoption,,Dog,Neutered Male,1 month,Black Mouth Cur Mix,Brown/Black
A762767,Delilah,11/26/2017 18:03,17-Nov,11/26/2016,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,White/Black
A762769,,11/30/2017 16:30,17-Nov,9/26/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White
A762770,*Kenny,12/7/2017 12:31,17-Dec,9/26/2017,Return to Owner,,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A762771,,11/30/2017 16:30,17-Nov,9/26/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A762772,Callie,11/27/2017 12:49,17-Nov,11/26/2015,Return to Owner,,Dog,Intact Female,2 years,American Bulldog,White/Brown
A762775,Lucy,12/5/2017 19:02,17-Dec,11/27/2014,Return to Owner,,Dog,Spayed Female,3 years,Boston Terrier Mix,Black/White
